"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711451411490807E9,"2024-03-26 11:10:11.491 UTCZ"
"PAUSE",8.251242266665213E1,1.711451494001852E9,"2024-03-26 11:11:34.002 UTCZ"
