"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710613813325536E9,"2024-03-16 18:30:13.326 UTCZ"
"PAUSE",7.485776529167197E1,1.710613888183365E9,"2024-03-16 18:31:28.183 UTCZ"
