"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711452960276927E9,"2024-03-26 11:36:00.277 UTCZ"
"PAUSE",5.258050125022419E1,1.711453012856550E9,"2024-03-26 11:36:52.857 UTCZ"
"START",5.258050125022419E1,1.711453013009557E9,"2024-03-26 11:36:53.010 UTCZ"
"PAUSE",5.384357775026001E1,1.711453014272612E9,"2024-03-26 11:36:54.273 UTCZ"
