"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710613659016007E9,"2024-03-16 18:27:39.016 UTCZ"
"PAUSE",8.245754358333943E1,1.710613741473560E9,"2024-03-16 18:29:01.474 UTCZ"
