"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.712328148516525E9,"2024-04-05 15:42:28.517 UTC+01:00"
"PAUSE",6.574911445833277E1,1.712328214264850E9,"2024-04-05 15:43:34.265 UTC+01:00"
