"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.712328391149165E9,"2024-04-05 15:46:31.149 UTC+01:00"
"PAUSE",7.841833054166636E1,1.712328469566553E9,"2024-04-05 15:47:49.567 UTC+01:00"
