"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710617991954551E9,"2024-03-16 19:39:51.955 UTCZ"
"PAUSE",6.859546362499532E1,1.710618060550026E9,"2024-03-16 19:41:00.550 UTCZ"
