"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710617891964512E9,"2024-03-16 19:38:11.965 UTCZ"
"PAUSE",7.416636179166380E1,1.710617966130885E9,"2024-03-16 19:39:26.131 UTCZ"
