"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711454939342747E9,"2024-03-26 12:08:59.343 UTCZ"
"PAUSE",6.592671862500720E1,1.711455005268057E9,"2024-03-26 12:10:05.268 UTCZ"
