"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710616380379381E9,"2024-03-16 19:13:00.379 UTCZ"
"PAUSE",6.157330274999549E1,1.710616441952720E9,"2024-03-16 19:14:01.953 UTCZ"
