"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711450580511379E9,"2024-03-26 10:56:20.511 UTCZ"
"PAUSE",9.023492941656150E1,1.711450670744211E9,"2024-03-26 10:57:50.744 UTCZ"
