"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.712328905294162E9,"2024-04-05 15:55:05.294 UTC+01:00"
"PAUSE",7.723015595832840E1,1.712328982523392E9,"2024-04-05 15:56:22.523 UTC+01:00"
