"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710618965247871E9,"2024-03-16 19:56:05.248 UTCZ"
"PAUSE",6.124731074999727E1,1.710619026495164E9,"2024-03-16 19:57:06.495 UTCZ"
