"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711455930278589E9,"2024-03-26 12:25:30.279 UTCZ"
"PAUSE",5.143001429177821E1,1.711455981707505E9,"2024-03-26 12:26:21.708 UTCZ"
