"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711451858467080E9,"2024-03-26 11:17:38.467 UTCZ"
"PAUSE",7.632880125008523E1,1.711451934794607E9,"2024-03-26 11:18:54.795 UTCZ"
