"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710614444819064E9,"2024-03-16 18:40:44.819 UTCZ"
"PAUSE",6.153643599999486E1,1.710614506355504E9,"2024-03-16 18:41:46.356 UTCZ"
