"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711453422492426E9,"2024-03-26 11:43:42.492 UTCZ"
"PAUSE",5.470350195840001E1,1.711453477195015E9,"2024-03-26 11:44:37.195 UTCZ"
