"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710618861242564E9,"2024-03-16 19:54:21.243 UTCZ"
"PAUSE",5.466833912499715E1,1.710618915910931E9,"2024-03-16 19:55:15.911 UTCZ"
