"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711455084779270E9,"2024-03-26 12:11:24.779 UTCZ"
"PAUSE",5.844606937491335E1,1.711455143224064E9,"2024-03-26 12:12:23.224 UTCZ"
