"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710619236347388E9,"2024-03-16 20:00:36.347 UTCZ"
"PAUSE",6.728624770832539E1,1.710619303633652E9,"2024-03-16 20:01:43.634 UTCZ"
