"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710618759713898E9,"2024-03-16 19:52:39.714 UTCZ"
"PAUSE",6.385543949999556E1,1.710618823569347E9,"2024-03-16 19:53:43.569 UTCZ"
