"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.712328721645069E9,"2024-04-05 15:52:01.645 UTC+01:00"
"PAUSE",6.415609054168453E1,1.712328785800389E9,"2024-04-05 15:53:05.800 UTC+01:00"
