"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711453948572721E9,"2024-03-26 11:52:28.573 UTCZ"
"PAUSE",5.464359129173681E1,1.711454003199274E9,"2024-03-26 11:53:23.199 UTCZ"
