"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711455469285302E9,"2024-03-26 12:17:49.285 UTCZ"
"PAUSE",5.552528204163536E1,1.711455524809398E9,"2024-03-26 12:18:44.809 UTCZ"
