"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710615140834084E9,"2024-03-16 18:52:20.834 UTCZ"
"PAUSE",6.439058941666735E1,1.710615205224683E9,"2024-03-16 18:53:25.225 UTCZ"
