"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710618086174290E9,"2024-03-16 19:41:26.174 UTCZ"
"PAUSE",6.861220379166480E1,1.710618154786532E9,"2024-03-16 19:42:34.787 UTCZ"
