"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710614881115536E9,"2024-03-16 18:48:01.116 UTCZ"
"PAUSE",8.074523033332662E1,1.710614961860779E9,"2024-03-16 18:49:21.861 UTCZ"
