"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711451571747100E9,"2024-03-26 11:12:51.747 UTCZ"
"PAUSE",8.541432075016200E1,1.711451657159995E9,"2024-03-26 11:14:17.160 UTCZ"
