"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710613322610296E9,"2024-03-16 18:22:02.610 UTCZ"
"PAUSE",8.828268483333522E1,1.710613410892991E9,"2024-03-16 18:23:30.893 UTCZ"
