"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710614772243000E9,"2024-03-16 18:46:12.243 UTCZ"
"PAUSE",6.447417266666889E1,1.710614836717183E9,"2024-03-16 18:47:16.717 UTCZ"
