"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710616718990188E9,"2024-03-16 19:18:38.990 UTCZ"
"PAUSE",5.590116379165556E1,1.710616774891361E9,"2024-03-16 19:19:34.891 UTCZ"
