"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.712328508060076E9,"2024-04-05 15:48:28.060 UTC+01:00"
"PAUSE",8.212622666667448E1,1.712328590185316E9,"2024-04-05 15:49:50.185 UTC+01:00"
