"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710617749677046E9,"2024-03-16 19:35:49.677 UTCZ"
"PAUSE",8.418061754165683E1,1.710617833857600E9,"2024-03-16 19:37:13.858 UTCZ"
