"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710615688447041E9,"2024-03-16 19:01:28.447 UTCZ"
"PAUSE",6.410986433333892E1,1.710615752556914E9,"2024-03-16 19:02:32.557 UTCZ"
