"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711455572483755E9,"2024-03-26 12:19:32.484 UTCZ"
"PAUSE",5.596966716670431E1,1.711455628452227E9,"2024-03-26 12:20:28.452 UTCZ"
