"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.712329000471469E9,"2024-04-05 15:56:40.471 UTC+01:00"
"PAUSE",7.422427091666032E1,1.712329074694850E9,"2024-04-05 15:57:54.695 UTC+01:00"
