"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710613924963292E9,"2024-03-16 18:32:04.963 UTCZ"
"PAUSE",7.022415683332656E1,1.710613995187458E9,"2024-03-16 18:33:15.187 UTCZ"
