"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710619572552718E9,"2024-03-16 20:06:12.553 UTCZ"
"PAUSE",5.602355195832206E1,1.710619628576284E9,"2024-03-16 20:07:08.576 UTCZ"
