"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711452135833608E9,"2024-03-26 11:22:15.834 UTCZ"
"PAUSE",6.977826975006610E1,1.711452205610713E9,"2024-03-26 11:23:25.611 UTCZ"
