"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.712328026218709E9,"2024-04-05 15:40:26.219 UTC+01:00"
"PAUSE",6.278553779164213E1,1.712328089003493E9,"2024-04-05 15:41:29.003 UTC+01:00"
