"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711453194105605E9,"2024-03-26 11:39:54.106 UTCZ"
"PAUSE",5.275401937495917E1,1.711453246858744E9,"2024-03-26 11:40:46.859 UTCZ"
