"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710616845296172E9,"2024-03-16 19:20:45.296 UTCZ"
"PAUSE",6.982258374999219E1,1.710616915118767E9,"2024-03-16 19:21:55.119 UTCZ"
