"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710615330508762E9,"2024-03-16 18:55:30.509 UTCZ"
"PAUSE",5.580975733333616E1,1.710615386318537E9,"2024-03-16 18:56:26.319 UTCZ"
