"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710612572448690E9,"2024-03-16 18:09:32.449 UTCZ"
"PAUSE",9.710746179167472E1,1.710612669556163E9,"2024-03-16 18:11:09.556 UTCZ"
