"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.710613483634937E9,"2024-03-16 18:24:43.635 UTCZ"
"PAUSE",9.471206279167382E1,1.710613578347011E9,"2024-03-16 18:26:18.347 UTCZ"
