"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.711450362419034E9,"2024-03-26 10:52:42.419 UTCZ"
"PAUSE",8.190811925008893E1,1.711450444325250E9,"2024-03-26 10:54:04.325 UTCZ"
"START",8.190811925008893E1,1.711450484784065E9,"2024-03-26 10:54:44.784 UTCZ"
"PAUSE",8.759665208333172E1,1.711450490472465E9,"2024-03-26 10:54:50.472 UTCZ"
"START",8.759665208333172E1,1.711450491567931E9,"2024-03-26 10:54:51.568 UTCZ"
"PAUSE",8.926758200000040E1,1.711450493238823E9,"2024-03-26 10:54:53.239 UTCZ"
